NAMA,NIM,NAMA_MATAKULIAH,SKS,GRADE,PERIODE,source_sheet,tahun,semester,tahun_akademik,NILAI_ANGKA
Mahasiswa 5,Mahasiswa 5,Sistem Dijital,4,B-,20211,Mahasiswa 5,2021,Ganjil,2021-2022,2.67
Mahasiswa 5,Mahasiswa 5,Sistem Multimedia,3,B,20221,Mahasiswa 5,2022,Ganjil,2022-2023,3.0
Mahasiswa 5,Mahasiswa 5,Sistem Operasi,3,A-,20211,Mahasiswa 5,2021,Ganjil,2021-2022,3.67
Mahasiswa 5,Mahasiswa 5,Sistem Terdistribusi,3,A-,20212,Mahasiswa 5,2021,Genap,2021-2022,3.67
Mahasiswa 5,Mahasiswa 5,Statistik,3,C,20211,Mahasiswa 5,2021,Ganjil,2021-2022,2.0
Mahasiswa 5,Mahasiswa 5,Statistika Deskriptif,2,A-,20202,Mahasiswa 5,2020,Genap,2020-2021,3.67
Mahasiswa 5,Mahasiswa 5,Struktur Data,3,C+,20202,Mahasiswa 5,2020,Genap,2020-2021,2.33
Mahasiswa 5,Mahasiswa 5,Tugas Akhir,6,A,20232,Mahasiswa 5,2023,Genap,2023-2024,4.0
Mahasiswa 6,Mahasiswa 6,Agama,2,A,20201,Mahasiswa 6,2020,Ganjil,2020-2021,4.0
Mahasiswa 6,Mahasiswa 6,Algoritma dan Pemrograman,4,B,20201,Mahasiswa 6,2020,Ganjil,2020-2021,3.0
Mahasiswa 6,Mahasiswa 6,Aljabar Linier,3,A,20201,Mahasiswa 6,2020,Ganjil,2020-2021,4.0
Mahasiswa 6,Mahasiswa 6,Analisis Perancangan Sistem Informasi,2,A,20231,Mahasiswa 6,2023,Ganjil,2023-2024,4.0
Mahasiswa 6,Mahasiswa 6,Arsitektur dan Organisasi Komputer,3,A-,20212,Mahasiswa 6,2021,Genap,2021-2022,3.67
Mahasiswa 6,Mahasiswa 6,Bahasa Indonesia,2,B+,20221,Mahasiswa 6,2022,Ganjil,2022-2023,3.33
Mahasiswa 6,Mahasiswa 6,Bahasa Inggris 1,3,A-,20201,Mahasiswa 6,2020,Ganjil,2020-2021,3.67
Mahasiswa 6,Mahasiswa 6,Bahasa Inggris 2,3,A,20202,Mahasiswa 6,2020,Genap,2020-2021,4.0
Mahasiswa 6,Mahasiswa 6,E-Business dan Pemrograman Berbasis Web,3,A,20221,Mahasiswa 6,2022,Ganjil,2022-2023,4.0
Mahasiswa 6,Mahasiswa 6,Etika Profesi dan Hak Kekayaan Intelektual,3,A,20232,Mahasiswa 6,2023,Genap,2023-2024,4.0
Mahasiswa 6,Mahasiswa 6,Informatika Sosial,2,A,20202,Mahasiswa 6,2020,Genap,2020-2021,4.0
Mahasiswa 6,Mahasiswa 6,Interaksi Manusia dan Komputer,3,A,20231,Mahasiswa 6,2023,Ganjil,2023-2024,4.0
Mahasiswa 6,Mahasiswa 6,Jaringan Area Luas,3,A,20222,Mahasiswa 6,2022,Genap,2022-2023,4.0
Mahasiswa 6,Mahasiswa 6,Kalkulus I,3,B,20201,Mahasiswa 6,2020,Ganjil,2020-2021,3.0
Mahasiswa 6,Mahasiswa 6,Kalkulus II,3,A,20202,Mahasiswa 6,2020,Genap,2020-2021,4.0
Mahasiswa 6,Mahasiswa 6,Keamanan Teknologi Informasi,3,A,20231,Mahasiswa 6,2023,Ganjil,2023-2024,4.0
Mahasiswa 6,Mahasiswa 6,Kepemimpinan dan Manajemen untuk Insinyur IT,3,A,20211,Mahasiswa 6,2021,Ganjil,2021-2022,4.0
Mahasiswa 6,Mahasiswa 6,Keterampilan Antarpribadi,2,B+,20221,Mahasiswa 6,2022,Ganjil,2022-2023,3.33
Mahasiswa 6,Mahasiswa 6,Kewirausahaan Berbasis Teknologi,3,A,20221,Mahasiswa 6,2022,Ganjil,2022-2023,4.0
Mahasiswa 6,Mahasiswa 6,Kewirausahaan yang Efektif,3,A,20212,Mahasiswa 6,2021,Genap,2021-2022,4.0
Mahasiswa 6,Mahasiswa 6,Komunikasi Data,3,A,20211,Mahasiswa 6,2021,Ganjil,2021-2022,4.0
Mahasiswa 6,Mahasiswa 6,Komunikasi Nirkabel,3,A,20222,Mahasiswa 6,2022,Genap,2022-2023,4.0
Mahasiswa 6,Mahasiswa 6,Konsep Sistem Informasi,3,A,20202,Mahasiswa 6,2020,Genap,2020-2021,4.0
Mahasiswa 6,Mahasiswa 6,LAN dan Nirkabel,3,B,20212,Mahasiswa 6,2021,Genap,2021-2022,3.0
Mahasiswa 6,Mahasiswa 6,Magang,3,A,20231,Mahasiswa 6,2023,Ganjil,2023-2024,4.0
Mahasiswa 6,Mahasiswa 6,Manajemen Jaringan,3,A,20222,Mahasiswa 6,2022,Genap,2022-2023,4.0
Mahasiswa 6,Mahasiswa 6,Manajemen Proyek IT,3,A,20222,Mahasiswa 6,2022,Genap,2022-2023,4.0
Mahasiswa 6,Mahasiswa 6,Matematika Diskrit,3,B,20202,Mahasiswa 6,2020,Genap,2020-2021,3.0
Mahasiswa 6,Mahasiswa 6,Metodologi Penelitian dan Penulisan Ilmiah,2,B+,20231,Mahasiswa 6,2023,Ganjil,2023-2024,3.33
Mahasiswa 6,Mahasiswa 6,Pemodelan dan Simulasi Jaringan,3,A,20221,Mahasiswa 6,2022,Ganjil,2022-2023,4.0
Mahasiswa 6,Mahasiswa 6,Pemrograman Berorientasi Objek,3,B,20212,Mahasiswa 6,2021,Genap,2021-2022,3.0
Mahasiswa 6,Mahasiswa 6,Pemrograman Visual,3,B-,20202,Mahasiswa 6,2020,Genap,2020-2021,2.67
Mahasiswa 6,Mahasiswa 6,Pendidikan Pancasila dan Kewarganegaraan,3,A,20211,Mahasiswa 6,2021,Ganjil,2021-2022,4.0
Mahasiswa 6,Mahasiswa 6,Pengantar Intelejensi Artifisial,3,A,20221,Mahasiswa 6,2022,Ganjil,2022-2023,4.0
Mahasiswa 6,Mahasiswa 6,Pengantar Teknologi Informasi,3,A-,20201,Mahasiswa 6,2020,Ganjil,2020-2021,3.67
Mahasiswa 6,Mahasiswa 6,Peretasan Etis,3,A,20222,Mahasiswa 6,2022,Genap,2022-2023,4.0
Mahasiswa 6,Mahasiswa 6,Proses Sinyal Dijital,3,B,20212,Mahasiswa 6,2021,Genap,2021-2022,3.0
Mahasiswa 6,Mahasiswa 6,Protokol dan Konsep Perutean,3,B-,20221,Mahasiswa 6,2022,Ganjil,2022-2023,2.67
Mahasiswa 6,Mahasiswa 6,Rekayasa Ilmu,2,A,20231,Mahasiswa 6,2023,Ganjil,2023-2024,4.0
Mahasiswa 6,Mahasiswa 6,Rekayasa perangkat Lunak,3,A,20222,Mahasiswa 6,2022,Genap,2022-2023,4.0
Mahasiswa 6,Mahasiswa 6,Sirkuit Elektronik,3,A-,20201,Mahasiswa 6,2020,Ganjil,2020-2021,3.67
Mahasiswa 6,Mahasiswa 6,Sistem Basis Data,3,B-,20211,Mahasiswa 6,2021,Ganjil,2021-2022,2.67
Mahasiswa 6,Mahasiswa 6,Sistem Basis Data Lanjut,3,B,20212,Mahasiswa 6,2021,Genap,2021-2022,3.0
Mahasiswa 6,Mahasiswa 6,Sistem Dijital,4,B+,20211,Mahasiswa 6,2021,Ganjil,2021-2022,3.33
Mahasiswa 6,Mahasiswa 6,Sistem Multimedia,3,B+,20221,Mahasiswa 6,2022,Ganjil,2022-2023,3.33
Mahasiswa 6,Mahasiswa 6,Sistem Operasi,3,A,20211,Mahasiswa 6,2021,Ganjil,2021-2022,4.0
Mahasiswa 6,Mahasiswa 6,Sistem Terdistribusi,3,A-,20212,Mahasiswa 6,2021,Genap,2021-2022,3.67
Mahasiswa 6,Mahasiswa 6,Statistik,3,A,20231,Mahasiswa 6,2023,Ganjil,2023-2024,4.0
Mahasiswa 6,Mahasiswa 6,Statistika Deskriptif,2,A-,20202,Mahasiswa 6,2020,Genap,2020-2021,3.67
Mahasiswa 6,Mahasiswa 6,Struktur Data,3,B-,20202,Mahasiswa 6,2020,Genap,2020-2021,2.67
Mahasiswa 6,Mahasiswa 6,Tugas Akhir,6,A,20232,Mahasiswa 6,2023,Genap,2023-2024,4.0
Mahasiswa 7,Mahasiswa 7,Agama,2,A,20201,Mahasiswa 7,2020,Ganjil,2020-2021,4.0
Mahasiswa 7,Mahasiswa 7,Algoritma dan Pemrograman,4,C,20201,Mahasiswa 7,2020,Ganjil,2020-2021,2.0
Mahasiswa 7,Mahasiswa 7,Aljabar Linier,3,A,20201,Mahasiswa 7,2020,Ganjil,2020-2021,4.0
Mahasiswa 7,Mahasiswa 7,Analisis Perancangan Sistem Informasi,2,A,20231,Mahasiswa 7,2023,Ganjil,2023-2024,4.0
Mahasiswa 7,Mahasiswa 7,Arsitektur dan Organisasi Komputer,3,A-,20212,Mahasiswa 7,2021,Genap,2021-2022,3.67
Mahasiswa 7,Mahasiswa 7,Bahasa Indonesia,2,A-,20221,Mahasiswa 7,2022,Ganjil,2022-2023,3.67
Mahasiswa 7,Mahasiswa 7,Bahasa Inggris 1,3,B,20201,Mahasiswa 7,2020,Ganjil,2020-2021,3.0
Mahasiswa 7,Mahasiswa 7,Bahasa Inggris 2,3,B+,20202,Mahasiswa 7,2020,Genap,2020-2021,3.33
Mahasiswa 7,Mahasiswa 7,E-Business dan Pemrograman Berbasis Web,3,A,20221,Mahasiswa 7,2022,Ganjil,2022-2023,4.0
Mahasiswa 7,Mahasiswa 7,Etika Profesi dan Hak Kekayaan Intelektual,3,A,20232,Mahasiswa 7,2023,Genap,2023-2024,4.0
Mahasiswa 7,Mahasiswa 7,Informatika Sosial,2,A,20202,Mahasiswa 7,2020,Genap,2020-2021,4.0
Mahasiswa 7,Mahasiswa 7,Interaksi Manusia dan Komputer,3,A,20231,Mahasiswa 7,2023,Ganjil,2023-2024,4.0
Mahasiswa 7,Mahasiswa 7,Jaringan Area Luas,3,B-,20222,Mahasiswa 7,2022,Genap,2022-2023,2.67
Mahasiswa 7,Mahasiswa 7,Kalkulus I,3,C+,20201,Mahasiswa 7,2020,Ganjil,2020-2021,2.33
Mahasiswa 7,Mahasiswa 7,Kalkulus II,3,A,20202,Mahasiswa 7,2020,Genap,2020-2021,4.0
Mahasiswa 7,Mahasiswa 7,Keamanan Teknologi Informasi,3,A-,20231,Mahasiswa 7,2023,Ganjil,2023-2024,3.67
Mahasiswa 7,Mahasiswa 7,Kepemimpinan dan Manajemen untuk Insinyur IT,3,A,20211,Mahasiswa 7,2021,Ganjil,2021-2022,4.0
Mahasiswa 7,Mahasiswa 7,Keterampilan Antarpribadi,2,A-,20221,Mahasiswa 7,2022,Ganjil,2022-2023,3.67
Mahasiswa 7,Mahasiswa 7,Kewirausahaan Berbasis Teknologi,3,A-,20221,Mahasiswa 7,2022,Ganjil,2022-2023,3.67
Mahasiswa 7,Mahasiswa 7,Kewirausahaan yang Efektif,3,A,20212,Mahasiswa 7,2021,Genap,2021-2022,4.0
Mahasiswa 7,Mahasiswa 7,Komunikasi Data,3,A-,20211,Mahasiswa 7,2021,Ganjil,2021-2022,3.67
Mahasiswa 7,Mahasiswa 7,Komunikasi Nirkabel,3,A,20222,Mahasiswa 7,2022,Genap,2022-2023,4.0
Mahasiswa 7,Mahasiswa 7,Konsep Sistem Informasi,3,A,20202,Mahasiswa 7,2020,Genap,2020-2021,4.0
Mahasiswa 7,Mahasiswa 7,LAN dan Nirkabel,3,B-,20212,Mahasiswa 7,2021,Genap,2021-2022,2.67
Mahasiswa 7,Mahasiswa 7,Magang,3,A,20231,Mahasiswa 7,2023,Ganjil,2023-2024,4.0
Mahasiswa 7,Mahasiswa 7,Manajemen Jaringan,3,A,20222,Mahasiswa 7,2022,Genap,2022-2023,4.0
Mahasiswa 7,Mahasiswa 7,Manajemen Proyek IT,3,A,20222,Mahasiswa 7,2022,Genap,2022-2023,4.0
Mahasiswa 7,Mahasiswa 7,Matematika Diskrit,3,B,20202,Mahasiswa 7,2020,Genap,2020-2021,3.0
Mahasiswa 7,Mahasiswa 7,Metodologi Penelitian dan Penulisan Ilmiah,2,B,20221,Mahasiswa 7,2022,Ganjil,2022-2023,3.0
Mahasiswa 7,Mahasiswa 7,Pemodelan dan Simulasi Jaringan,3,A-,20221,Mahasiswa 7,2022,Ganjil,2022-2023,3.67
Mahasiswa 7,Mahasiswa 7,Pemrograman Berorientasi Objek,3,A,20212,Mahasiswa 7,2021,Genap,2021-2022,4.0
Mahasiswa 7,Mahasiswa 7,Pemrograman Visual,3,C,20202,Mahasiswa 7,2020,Genap,2020-2021,2.0
Mahasiswa 7,Mahasiswa 7,Pendidikan Pancasila dan Kewarganegaraan,3,A-,20211,Mahasiswa 7,2021,Ganjil,2021-2022,3.67
Mahasiswa 7,Mahasiswa 7,Pengantar Intelejensi Artifisial,3,A-,20221,Mahasiswa 7,2022,Ganjil,2022-2023,3.67
Mahasiswa 7,Mahasiswa 7,Pengantar Teknologi Informasi,3,B,20201,Mahasiswa 7,2020,Ganjil,2020-2021,3.0
Mahasiswa 7,Mahasiswa 7,Peretasan Etis,3,A,20232,Mahasiswa 7,2023,Genap,2023-2024,4.0
Mahasiswa 7,Mahasiswa 7,Proses Sinyal Dijital,3,B,20212,Mahasiswa 7,2021,Genap,2021-2022,3.0
Mahasiswa 7,Mahasiswa 7,Protokol dan Konsep Perutean,3,B-,20221,Mahasiswa 7,2022,Ganjil,2022-2023,2.67
Mahasiswa 7,Mahasiswa 7,Rekayasa Ilmu,2,A,20231,Mahasiswa 7,2023,Ganjil,2023-2024,4.0
Mahasiswa 7,Mahasiswa 7,Rekayasa perangkat Lunak,3,A,20222,Mahasiswa 7,2022,Genap,2022-2023,4.0
Mahasiswa 7,Mahasiswa 7,Sirkuit Elektronik,3,B+,20201,Mahasiswa 7,2020,Ganjil,2020-2021,3.33
Mahasiswa 7,Mahasiswa 7,Sistem Basis Data,3,B+,20211,Mahasiswa 7,2021,Ganjil,2021-2022,3.33
Mahasiswa 7,Mahasiswa 7,Sistem Basis Data Lanjut,3,A,20212,Mahasiswa 7,2021,Genap,2021-2022,4.0
Mahasiswa 7,Mahasiswa 7,Sistem Dijital,4,B,20211,Mahasiswa 7,2021,Ganjil,2021-2022,3.0
Mahasiswa 7,Mahasiswa 7,Sistem Multimedia,3,B,20221,Mahasiswa 7,2022,Ganjil,2022-2023,3.0
Mahasiswa 7,Mahasiswa 7,Sistem Operasi,3,A-,20211,Mahasiswa 7,2021,Ganjil,2021-2022,3.67
Mahasiswa 7,Mahasiswa 7,Sistem Terdistribusi,3,A-,20212,Mahasiswa 7,2021,Genap,2021-2022,3.67
Mahasiswa 7,Mahasiswa 7,Statistik,3,C,20211,Mahasiswa 7,2021,Ganjil,2021-2022,2.0
Mahasiswa 7,Mahasiswa 7,Statistika Deskriptif,2,A-,20202,Mahasiswa 7,2020,Genap,2020-2021,3.67
Mahasiswa 7,Mahasiswa 7,Struktur Data,3,C,20202,Mahasiswa 7,2020,Genap,2020-2021,2.0
Mahasiswa 7,Mahasiswa 7,Tugas Akhir,6,A,20232,Mahasiswa 7,2023,Genap,2023-2024,4.0
